index,network,station,location,instrument,component,sensitivity,latitude,longitude,elevation_m,depth_km,x_km,y_km,z_km,provider
NP.2490.3N.HN,NP,2490,3N,HN,2,[213473.004110264],38.62816,-90.1945,141.0,-0.141,2543.294,535.26,-0.141,NC
NP.2490.3W.HN,NP,2490,3W,HN,23,"[213473.004110264, 213473.004110264]",38.62816,-90.1945,141.0,-0.141,2543.294,535.26,-0.141,NC
NP.2490.BE.HN,NP,2490,BE,HN,2Z,"[213892.400974921, 213892.400974921]",38.62816,-90.1945,141.0,-0.141,2543.294,535.26,-0.141,NC
NP.2491..HN,NP,2491,,HN,23ENZ,"[1.78, 1.75, 426141.261, 426141.261, 1.88, 426141.261]",38.62631,-90.19113,144.0,-0.144,2543.651,535.153,-0.144,NC
NP.2492..HN,NP,2492,,HN,ENZ,"[1.75, 426212.0, 214748.352, 1.85, 426212.0, 214748.352, 1.94, 429568.0, 214748.352]",35.01021,-90.78791,82.0,-0.082,2618.397,120.113,-0.082,NC
NP.2493..HN,NP,2493,,HN,ENZ,"[1.86, 429568.0, 1.73, 429568.0, 2.01, 426212.0]",35.60585,-91.28251,67.0,-0.067,2553.373,172.083,-0.067,NC
NP.2494..HN,NP,2494,,HN,ENZ,"[3.72, 429496.704, 214748.352, 3.66, 429496.704, 214748.352, 3.58, 426141.261, 214748.352]",36.30226,-88.32858,154.0,-0.154,2793.071,334.926,-0.154,NC
NP.2495..HN,NP,2495,,HN,ENZ,"[429496.704, 429496.704, 213909.3, 429496.704, 213909.3, 429496.704, 213909.3]",36.73729,-90.39837,99.0,-0.099,2593.267,321.592,-0.099,NC
NP.2496.07.HN,NP,2496,07,HN,23ENZ,"[426141.261, 426141.261, 1.8, 1.86, 1.85, 426141.261]",38.62315,-90.2394,161.0,-0.161,2539.609,533.431,-0.161,NC
NP.2496.0B.HN,NP,2496,0B,HN,23ENZ,"[426141.261, 429496.704, 1.9, 1.9, 1.8, 429496.704]",38.62315,-90.2394,161.0,-0.161,2539.609,533.431,-0.161,NC
NP.2496.12.HN,NP,2496,12,HN,23ENZ,"[426141.261, 426141.261, 2.0, 1.92, 1.91, 426141.261]",38.62315,-90.2394,161.0,-0.161,2539.609,533.431,-0.161,NC
NP.2497.0B.HN,NP,2497,0B,HN,ENZ,"[2.0, 1.85, 2.0]",38.93949,-94.73439,292.0,-0.292,2142.152,450.799,-0.292,NC
NP.2498.1C.HN,NP,2498,1C,HN,ENZ,"[426212.0, 213892.400974921, 426212.0, 213892.400974921, 426212.0, 213473.004110264]",35.1056,-89.86298,94.0,-0.094,2699.049,157.145,-0.094,NC
NP.2498.2W.HN,NP,2498,2W,HN,EN,"[429568.0, 213473.004110264, 429568.0, 213053.607245607]",35.1056,-89.86298,94.0,-0.094,2699.049,157.145,-0.094,NC
NP.2498.4W.HN,NP,2498,4W,HN,EN,"[426212.0, 213892.400974921, 429568.0, 213473.004110264]",35.1056,-89.86298,94.0,-0.094,2699.049,157.145,-0.094,NC
NP.2498.FF.HN,NP,2498,FF,HN,ENZ,"[426212.0, 213473.004110264, 426212.0, 213053.607245607, 426212.0, 213473.004110264]",35.10506,-89.86322,94.0,-0.094,2699.047,157.078,-0.094,NC
NP.2498.RW.HN,NP,2498,RW,HN,EN,"[429568.0, 213473.004110264, 426212.0, 213053.607245607]",35.1056,-89.86298,94.0,-0.094,2699.049,157.145,-0.094,NC
NP.2498.2E.HN,NP,2498,2E,HN,N,"[426212.0, 213892.400974921]",35.1056,-89.86298,94.0,-0.094,2699.049,157.145,-0.094,NC
NP.2498.4E.HN,NP,2498,4E,HN,N,"[429568.0, 213892.400974921]",35.1056,-89.86298,94.0,-0.094,2699.049,157.145,-0.094,NC
NP.2498.RE.HN,NP,2498,RE,HN,N,"[429568.0, 213473.004110264]",35.1056,-89.86298,94.0,-0.094,2699.049,157.145,-0.094,NC
NP.2499..HN,NP,2499,,HN,ENZ,"[426141.261, 429496.704, 426141.261, 213909.3, 429496.704, 426141.261, 429496.704, 213909.3, 429496.704, 213909.3]",36.41861,-90.58167,89.0,-0.089,2588.197,281.293,-0.089,NC
NP.2507..HN,NP,2507,,HN,23Z,"[1.85, 1.85, 1.87]",37.2742,-80.018,335.0,-0.335,3482.224,733.797,-0.335,NC
NP.2509.1B.HN,NP,2509,1B,HN,ENZ,"[426141.261, 429496.704, 426141.261, 429496.704, 426141.261]",33.50462,-86.80107,187.0,-0.187,3039.235,74.671,-0.187,NC
NP.2510.0B.HN,NP,2510,0B,HN,ENZ,"[426141.261, 429496.704, 429496.704]",35.58876,-82.48375,677.0,-0.677,3344.877,454.777,-0.677,NC
NP.2531.0B.HN,NP,2531,0B,HN,23ENZ,"[1.83, 1.82, 426212.0, 426212.0, 1.8, 426212.0]",33.8017,-84.3111,274.0,-0.274,3257.271,191.928,-0.274,NC
NP.2538..HN,NP,2538,,HN,23Z,"[1.91, 1.89, 1.91]",33.02692,-80.17773,24.0,-0.024,3674.606,262.136,-0.024,NC
NP.2543.EB.HN,NP,2543,EB,HN,23Z,"[1.95, 1.8, 1.83, 426141.261, 429496.704, 1.95, 1.91, 1.75, 429496.704, 429496.704, 1.8, 1.95, 1.81, 426141.261, 429496.704]",32.83552,-80.0465,2.0,-0.002,3695.939,246.282,-0.002,NC
NP.2544.6C.HN,NP,2544,6C,HN,E,"[0.255, 855780.0, 213892.400974921]",32.78112,-79.93198,10.0,-0.01,3709.216,244.894,-0.01,NC
NP.2544.FF.HN,NP,2544,FF,HN,ENZ,"[1.72, 0.255, 855780.0, 426212.0, 213473.004110264, 1.78, 0.255, 855780.0, 429568.0, 213473.004110264, 1.7, 0.255, 855780.0, 426212.0, 213892.400974921]",32.78112,-79.93198,10.0,-0.01,3709.216,244.894,-0.01,NC
NP.2544.GE.HN,NP,2544,GE,HN,ENZ,"[1.83, 426141.261, 426141.261, 213473.004110264, 1.75, 426141.261, 426141.261, 213473.004110264, 1.81, 426141.261, 426141.261, 213473.004110264]",32.78112,-79.93198,4.0,-0.004,3709.216,244.894,-0.004,NC
NP.2544.RC.HN,NP,2544,RC,HN,EN,"[0.255, 855780.0, 213892.400974921, 0.255, 855780.0, 213892.400974921]",32.78112,-79.93198,10.0,-0.01,3709.216,244.894,-0.01,NC
NP.2544.6E.HN,NP,2544,6E,HN,N,"[0.255, 855780.0, 213892.400974921]",32.78112,-79.93198,10.0,-0.01,3709.216,244.894,-0.01,NC
NP.2544.6W.HN,NP,2544,6W,HN,N,"[0.255, 855780.0, 213892.400974921]",32.78112,-79.93198,10.0,-0.01,3709.216,244.894,-0.01,NC
NP.2544.8E.HN,NP,2544,8E,HN,N,[855780.0],32.78112,-79.93198,10.0,-0.01,3709.216,244.894,-0.01,NC
NP.2544.RE.HN,NP,2544,RE,HN,N,"[1.8, 213053.607245607]",32.78112,-79.93198,5.0,-0.005,3709.216,244.894,-0.005,NC
NP.2544.RW.HN,NP,2544,RW,HN,N,"[0.255, 855780.0, 213892.400974921]",32.78112,-79.93198,10.0,-0.01,3709.216,244.894,-0.01,NC
NP.2544.1C.HN,NP,2544,1C,HN,Z,[213892.400974921],32.78112,-79.93198,5.0,-0.005,3709.216,244.894,-0.005,NC
NP.2544.1W.HN,NP,2544,1W,HN,Z,"[0.255, 855780.0, 213892.400974921]",32.78112,-79.93198,10.0,-0.01,3709.216,244.894,-0.01,NC
NP.2544.GC.HN,NP,2544,GC,HN,Z,"[0.255, 855780.0]",32.78112,-79.93198,10.0,-0.01,3709.216,244.894,-0.01,NC
NP.2549.0B.HN,NP,2549,0B,HN,23ENZ,"[2.0, 1.8, 426141.261, 426141.261, 1.8, 426141.261]",37.32688,-80.7351,547.0,-0.547,3417.281,711.3,-0.547,NC
NP.2551.0B.HN,NP,2551,0B,HN,ENZ,"[429496.704, 429496.704, 429496.704]",39.0909,-77.75937,180.0,-0.18,3581.07,1022.926,-0.18,NC
NP.2552..HN,NP,2552,,HN,ENZ,"[426141.261, 426141.261, 429496.704]",33.02465,-80.17559,25.0,-0.025,3674.913,261.972,-0.025,NC
NP.2553..HN,NP,2553,,HN,23ENZ,"[213473.004110264, 213473.004110264, 426141.261, 426141.261, 426141.261, 213473.004110264]",32.78428,-79.95309,1.0,-0.001,3707.095,244.391,-0.001,NC
NP.2554..HN,NP,2554,,HN,ENZ,"[426141.261, 426141.261, 429496.704]",33.97525,-80.96105,76.0,-0.076,3557.471,335.624,-0.076,NC
NP.2555..HN,NP,2555,,HN,ENZ,"[426212.0, 214784.0, 426212.0, 214784.0, 426212.0, 214784.0]",38.95111,-77.33585,117.0,-0.117,3624.24,1025.78,-0.117,NC
NP.2556..HN,NP,2556,,HN,ENZ,"[429568.0, 214748.352, 426212.0, 214748.352, 429568.0, 214748.352]",36.25999,-89.19289,88.0,-0.088,2717.632,304.142,-0.088,NC
NP.2557..HN,NP,2557,,HN,ENZ,"[429568.0, 422856.0, 214748.352, 429568.0, 422856.0, 214748.352, 429568.0, 429568.0, 214748.352]",36.36328,-89.43275,87.0,-0.087,2692.477,308.404,-0.087,NC
NP.2558..HN,NP,2558,,HN,ENZ,"[213892.400974921, 426212.0, 213892.400974921, 426212.0, 213053.607245607, 426212.0]",37.48768,-78.2563,133.0,-0.133,3624.0,828.816,-0.133,NC
NP.2559.B0.HN,NP,2559,B0,HN,ENZ,"[213473.004110264, 213892.400974921, 213473.004110264]",38.00369,-78.45367,169.0,-0.169,3579.977,876.51,-0.169,NC
NP.2560..HN,NP,2560,,HN,ENZ,"[212634.210380951, 213473.004110264, 213473.004110264, 213892.400974921]",38.02831,-77.84045,115.0,-0.115,3631.173,904.81,-0.115,NC
NP.2561.02.HN,NP,2561,02,HN,2,[215569.988433548],32.78401,-79.9539,2.0,-0.002,3707.033,244.328,-0.002,NC
NP.2561.05.HN,NP,2561,05,HN,2,[213053.607245607],32.78401,-79.9539,2.0,-0.002,3707.033,244.328,-0.002,NC
NP.2561.06.HN,NP,2561,06,HN,2,[213053.607245607],32.78401,-79.9539,2.0,-0.002,3707.033,244.328,-0.002,NC
NP.2561.07.HN,NP,2561,07,HN,2,[213892.400974921],32.78401,-79.9539,2.0,-0.002,3707.033,244.328,-0.002,NC
NP.2561.10.HN,NP,2561,10,HN,2,[213473.004110264],32.78401,-79.9539,2.0,-0.002,3707.033,244.328,-0.002,NC
NP.2561.12.HN,NP,2561,12,HN,2,[213892.400974921],32.78401,-79.9539,2.0,-0.002,3707.033,244.328,-0.002,NC
NP.2561.15.HN,NP,2561,15,HN,2,[213473.004110264],32.78401,-79.9539,2.0,-0.002,3707.033,244.328,-0.002,NC
NP.2561.16.HN,NP,2561,16,HN,2,[213473.004110264],32.78401,-79.9539,2.0,-0.002,3707.033,244.328,-0.002,NC
NP.2561.19.HN,NP,2561,19,HN,2,[213473.004110264],32.78401,-79.9539,2.0,-0.002,3707.033,244.328,-0.002,NC
NP.2561.1C.HN,NP,2561,1C,HN,23Z,"[215569.988433548, 213892.400974921, 213473.004110264]",32.78401,-79.9539,2.0,-0.002,3707.033,244.328,-0.002,NC
NP.2561.20.HN,NP,2561,20,HN,2,[213473.004110264],32.78401,-79.9539,2.0,-0.002,3707.033,244.328,-0.002,NC
NP.2561.22.HN,NP,2561,22,HN,2,[213892.400974921],32.78401,-79.9539,2.0,-0.002,3707.033,244.328,-0.002,NC
NP.2561.24.HN,NP,2561,24,HN,2,[213892.400974921],32.78401,-79.9539,2.0,-0.002,3707.033,244.328,-0.002,NC
NP.2561.25.HN,NP,2561,25,HN,2,[213473.004110264],32.78401,-79.9539,2.0,-0.002,3707.033,244.328,-0.002,NC
NP.2561.27.HN,NP,2561,27,HN,2,[213473.004110264],32.78401,-79.9539,2.0,-0.002,3707.033,244.328,-0.002,NC
NP.2561.29.HN,NP,2561,29,HN,2,[213473.004110264],32.78401,-79.9539,2.0,-0.002,3707.033,244.328,-0.002,NC
NP.2561.2C.HN,NP,2561,2C,HN,23,"[213892.400974921, 213892.400974921]",32.78401,-79.9539,2.0,-0.002,3707.033,244.328,-0.002,NC
NP.2561.2E.HN,NP,2561,2E,HN,23,"[213053.607245607, 213473.004110264]",32.78401,-79.9539,2.0,-0.002,3707.033,244.328,-0.002,NC
NP.2561.2W.HN,NP,2561,2W,HN,23,"[213473.004110264, 213892.400974921]",32.78401,-79.9539,2.0,-0.002,3707.033,244.328,-0.002,NC
NP.2561.30.HN,NP,2561,30,HN,2,[214311.797839577],32.78401,-79.9539,2.0,-0.002,3707.033,244.328,-0.002,NC
NP.2561.32.HN,NP,2561,32,HN,2,[213892.400974921],32.78401,-79.9539,2.0,-0.002,3707.033,244.328,-0.002,NC
NP.2561.34.HN,NP,2561,34,HN,2,[213892.400974921],32.78401,-79.9539,2.0,-0.002,3707.033,244.328,-0.002,NC
NP.2561.36.HN,NP,2561,36,HN,2,[213473.004110264],32.78401,-79.9539,2.0,-0.002,3707.033,244.328,-0.002,NC
NP.2561.39.HN,NP,2561,39,HN,2,[213473.004110264],32.78401,-79.9539,2.0,-0.002,3707.033,244.328,-0.002,NC
NP.2561.3C.HN,NP,2561,3C,HN,23,"[213892.400974921, 213892.400974921]",32.78401,-79.9539,2.0,-0.002,3707.033,244.328,-0.002,NC
NP.2561.3E.HN,NP,2561,3E,HN,23,"[213473.004110264, 213473.004110264]",32.78401,-79.9539,2.0,-0.002,3707.033,244.328,-0.002,NC
NP.2561.3J.HN,NP,2561,3J,HN,2,[213473.004110264],32.78401,-79.9539,2.0,-0.002,3707.033,244.328,-0.002,NC
NP.2561.3W.HN,NP,2561,3W,HN,23,"[213473.004110264, 213892.400974921]",32.78401,-79.9539,2.0,-0.002,3707.033,244.328,-0.002,NC
NP.2561.41.HN,NP,2561,41,HN,2,[213473.004110264],32.78401,-79.9539,2.0,-0.002,3707.033,244.328,-0.002,NC
NP.2561.43.HN,NP,2561,43,HN,2,[213473.004110264],32.78401,-79.9539,2.0,-0.002,3707.033,244.328,-0.002,NC
NP.2561.44.HN,NP,2561,44,HN,2,[213892.400974921],32.78401,-79.9539,2.0,-0.002,3707.033,244.328,-0.002,NC
NP.2561.46.HN,NP,2561,46,HN,2,[213892.400974921],32.78401,-79.9539,2.0,-0.002,3707.033,244.328,-0.002,NC
NP.2561.48.HN,NP,2561,48,HN,2,[213473.004110264],32.78401,-79.9539,2.0,-0.002,3707.033,244.328,-0.002,NC
NP.2561.4C.HN,NP,2561,4C,HN,23,"[213473.004110264, 213053.607245607]",32.78401,-79.9539,2.0,-0.002,3707.033,244.328,-0.002,NC
NP.2561.4E.HN,NP,2561,4E,HN,23,"[213892.400974921, 214311.797839577]",32.78401,-79.9539,2.0,-0.002,3707.033,244.328,-0.002,NC
NP.2561.4J.HN,NP,2561,4J,HN,2,[213473.004110264],32.78401,-79.9539,2.0,-0.002,3707.033,244.328,-0.002,NC
NP.2561.4W.HN,NP,2561,4W,HN,23,"[213473.004110264, 213053.607245607]",32.78401,-79.9539,2.0,-0.002,3707.033,244.328,-0.002,NC
NP.2561.55.HN,NP,2561,55,HN,2,[213892.400974921],32.78401,-79.9539,2.0,-0.002,3707.033,244.328,-0.002,NC
NP.2561.5C.HN,NP,2561,5C,HN,23,"[214311.797839577, 213892.400974921]",32.78401,-79.9539,2.0,-0.002,3707.033,244.328,-0.002,NC
NP.2561.5E.HN,NP,2561,5E,HN,23,"[213892.400974921, 213892.400974921]",32.78401,-79.9539,2.0,-0.002,3707.033,244.328,-0.002,NC
NP.2561.5W.HN,NP,2561,5W,HN,23,"[213473.004110264, 213053.607245607]",32.78401,-79.9539,2.0,-0.002,3707.033,244.328,-0.002,NC
NP.2561.E2.HN,NP,2561,E2,HN,2,[213053.607245607],32.78401,-79.9539,2.0,-0.002,3707.033,244.328,-0.002,NC
NP.2561.E4.HN,NP,2561,E4,HN,2,[213892.400974921],32.78401,-79.9539,2.0,-0.002,3707.033,244.328,-0.002,NC
NP.2561.ER.HN,NP,2561,ER,HN,2,[213473.004110264],32.78401,-79.9539,2.0,-0.002,3707.033,244.328,-0.002,NC
NP.2561.RC.HN,NP,2561,RC,HN,23Z,"[213473.004110264, 213892.400974921, 213053.607245607]",32.78401,-79.9539,2.0,-0.002,3707.033,244.328,-0.002,NC
NP.2561.RE.HN,NP,2561,RE,HN,23,"[213473.004110264, 213473.004110264]",32.78401,-79.9539,2.0,-0.002,3707.033,244.328,-0.002,NC
NP.2561.RJ.HN,NP,2561,RJ,HN,2,[213892.400974921],32.78401,-79.9539,2.0,-0.002,3707.033,244.328,-0.002,NC
NP.2561.RW.HN,NP,2561,RW,HN,23,"[213473.004110264, 213473.004110264]",32.78401,-79.9539,2.0,-0.002,3707.033,244.328,-0.002,NC
NP.2561.W4.HN,NP,2561,W4,HN,2,[213473.004110264],32.78401,-79.9539,2.0,-0.002,3707.033,244.328,-0.002,NC
NP.2561.WR.HN,NP,2561,WR,HN,2,[213892.400974921],32.78401,-79.9539,2.0,-0.002,3707.033,244.328,-0.002,NC
NP.2561.03.HN,NP,2561,03,HN,3,[213892.400974921],32.78401,-79.9539,2.0,-0.002,3707.033,244.328,-0.002,NC
NP.2561.04.HN,NP,2561,04,HN,3,[213473.004110264],32.78401,-79.9539,2.0,-0.002,3707.033,244.328,-0.002,NC
NP.2561.08.HN,NP,2561,08,HN,3,[213892.400974921],32.78401,-79.9539,2.0,-0.002,3707.033,244.328,-0.002,NC
NP.2561.09.HN,NP,2561,09,HN,3,[213892.400974921],32.78401,-79.9539,2.0,-0.002,3707.033,244.328,-0.002,NC
NP.2561.11.HN,NP,2561,11,HN,3,[213892.400974921],32.78401,-79.9539,2.0,-0.002,3707.033,244.328,-0.002,NC
NP.2561.13.HN,NP,2561,13,HN,3,[213892.400974921],32.78401,-79.9539,2.0,-0.002,3707.033,244.328,-0.002,NC
NP.2561.14.HN,NP,2561,14,HN,3,[213473.004110264],32.78401,-79.9539,2.0,-0.002,3707.033,244.328,-0.002,NC
NP.2561.17.HN,NP,2561,17,HN,3,[213473.004110264],32.78401,-79.9539,2.0,-0.002,3707.033,244.328,-0.002,NC
NP.2561.18.HN,NP,2561,18,HN,3,[213892.400974921],32.78401,-79.9539,2.0,-0.002,3707.033,244.328,-0.002,NC
NP.2561.21.HN,NP,2561,21,HN,3,[213053.607245607],32.78401,-79.9539,2.0,-0.002,3707.033,244.328,-0.002,NC
NP.2561.23.HN,NP,2561,23,HN,3,[214311.797839577],32.78401,-79.9539,2.0,-0.002,3707.033,244.328,-0.002,NC
NP.2561.26.HN,NP,2561,26,HN,3,[213892.400974921],32.78401,-79.9539,2.0,-0.002,3707.033,244.328,-0.002,NC
NP.2561.28.HN,NP,2561,28,HN,3,[213053.607245607],32.78401,-79.9539,2.0,-0.002,3707.033,244.328,-0.002,NC
NP.2561.2S.HN,NP,2561,2S,HN,3,[213892.400974921],32.78401,-79.9539,2.0,-0.002,3707.033,244.328,-0.002,NC
NP.2561.31.HN,NP,2561,31,HN,3,[213892.400974921],32.78401,-79.9539,2.0,-0.002,3707.033,244.328,-0.002,NC
NP.2561.33.HN,NP,2561,33,HN,3,[213892.400974921],32.78401,-79.9539,2.0,-0.002,3707.033,244.328,-0.002,NC
NP.2561.35.HN,NP,2561,35,HN,3,[213892.400974921],32.78401,-79.9539,2.0,-0.002,3707.033,244.328,-0.002,NC
NP.2561.37.HN,NP,2561,37,HN,3,[213053.607245607],32.78401,-79.9539,2.0,-0.002,3707.033,244.328,-0.002,NC
NP.2561.38.HN,NP,2561,38,HN,3,[213892.400974921],32.78401,-79.9539,2.0,-0.002,3707.033,244.328,-0.002,NC
NP.2561.3S.HN,NP,2561,3S,HN,3,[213473.004110264],32.78401,-79.9539,2.0,-0.002,3707.033,244.328,-0.002,NC
NP.2561.42.HN,NP,2561,42,HN,3,[213473.004110264],32.78401,-79.9539,2.0,-0.002,3707.033,244.328,-0.002,NC
NP.2561.45.HN,NP,2561,45,HN,3,[213892.400974921],32.78401,-79.9539,2.0,-0.002,3707.033,244.328,-0.002,NC
NP.2561.47.HN,NP,2561,47,HN,3,[213473.004110264],32.78401,-79.9539,2.0,-0.002,3707.033,244.328,-0.002,NC
NP.2561.4S.HN,NP,2561,4S,HN,3,[213892.400974921],32.78401,-79.9539,2.0,-0.002,3707.033,244.328,-0.002,NC
NP.2561.5S.HN,NP,2561,5S,HN,3,[213892.400974921],32.78401,-79.9539,2.0,-0.002,3707.033,244.328,-0.002,NC
NP.2561.RS.HN,NP,2561,RS,HN,3,[213892.400974921],32.78401,-79.9539,2.0,-0.002,3707.033,244.328,-0.002,NC
NP.2561.01.HN,NP,2561,01,HN,Z,[213473.004110264],32.78401,-79.9539,2.0,-0.002,3707.033,244.328,-0.002,NC
NP.2561.40.HN,NP,2561,40,HN,Z,[213053.607245607],32.78401,-79.9539,2.0,-0.002,3707.033,244.328,-0.002,NC
NP.2562..HN,NP,2562,,HN,ENZ,"[426212.0, 429568.0, 429568.0]",33.0241,-80.17678,25.0,-0.025,3674.828,261.863,-0.025,NC
NP.2563..HN,NP,2563,,HN,ENZ,"[426141.261, 429496.704, 426141.261]",33.4656,-82.02777,125.0,-0.125,3482.733,238.394,-0.125,NC
NP.2564..HN,NP,2564,,HN,ENZ,"[426212.0, 429496.704, 426212.0, 426141.261, 426212.0, 429496.704]",35.68067,-80.49198,215.0,-0.215,3518.659,541.175,-0.215,NC
NP.2565..HN,NP,2565,,HN,ENZ,"[429568.0, 213909.3, 429568.0, 213909.3, 426212.0, 213909.3]",35.60407,-91.28401,68.0,-0.068,2553.298,171.845,-0.068,NC
NP.2566..HN,NP,2566,,HN,ENZ,"[213473.004110264, 213473.004110264, 213892.400974921]",39.00141,-77.10753,113.0,-0.113,3640.68,1040.941,-0.113,NC
NP.2567..HN,NP,2567,,HN,ENZ,"[213892.400974921, 213473.004110264, 213473.004110264]",39.00383,-77.10387,99.0,-0.099,3640.854,1041.358,-0.099,NC
NP.2602.0B.HN,NP,2602,0B,HN,ENZ,"[426141.261, 429496.704, 426141.261]",42.5042,-71.27345,46.0,-0.046,3900.865,1679.655,-0.046,NC
NP.2606.1B.HN,NP,2606,1B,HN,ENZ,"[429496.704, 429496.704, 426141.261]",42.35043,-72.68225,124.0,-0.124,3801.407,1596.219,-0.124,NC
NP.2607.2B.HN,NP,2607,2B,HN,23ENZ,"[1.98, 1.93, 426141.261, 429496.704, 426141.261, 1.88, 426141.261]",41.8327,-71.43468,23.0,-0.023,3932.186,1601.52,-0.023,NC
NP.2609.2B.HN,NP,2609,2B,HN,ENZ,"[426141.261, 426141.261, 426141.261]",42.27366,-71.17216,29.0,-0.029,3923.854,1660.486,-0.029,NC
NP.2611.1B.HN,NP,2611,1B,HN,23Z,"[1.93, 1.8, 1.8]",43.01326,-78.19782,277.0,-0.277,3331.335,1425.081,-0.277,NC
NP.2612.4B.HN,NP,2612,4B,HN,ENZ,"[429568.0, 429568.0, 429568.0]",42.9007,-77.26835,245.0,-0.245,3410.322,1451.291,-0.245,NC
NP.262..HN,NP,262,,HN,ENZ,"[426141.261, 214748.352, 429496.704, 426141.261, 214748.352, 426141.261, 214748.352]",34.57804,-118.11392,810.0,-0.81,127.261,-323.384,-0.81,NC
NP.262.10.HN,NP,262,10,HN,ENZ,"[214748.352, 214748.352, 214748.352]",34.57804,-118.11392,810.0,-0.81,127.261,-323.384,-0.81,NC
NP.2620.B1.HN,NP,2620,B1,HN,23Z,"[1.91, 1.84, 1.95]",42.35434,-71.10347,4.0,-0.004,3923.878,1672.273,-0.004,NC
NP.2620.B2.HN,NP,2620,B2,HN,23Z,"[1.88, 1.91, 1.81]",42.35434,-71.10347,4.0,-0.004,3923.878,1672.273,-0.004,NC
NP.2620.BN.HN,NP,2620,BN,HN,23Z,"[1.7, 1.88, 1.86]",42.35434,-71.10347,4.0,-0.004,3923.878,1672.273,-0.004,NC
NP.2622.4C.HN,NP,2622,4C,HN,EN,"[1.87, 1.8, 1.74, 1.8]",44.98785,-74.73933,49.0,-0.049,3479.958,1779.667,-0.049,NC
NP.2622.4D.HN,NP,2622,4D,HN,E,"[1.72, 1.8]",44.98785,-74.73933,49.0,-0.049,3479.958,1779.667,-0.049,NC
NP.2622.5B.HN,NP,2622,5B,HN,ENZ,"[1.8, 1.8, 1.8]",44.98601,-74.739383,49.0,-0.049,3480.067,1779.472,-0.049,NC
NP.2622.5D.HN,NP,2622,5D,HN,EN,"[1.77, 1.8, 1.77, 1.8, 1.8, 1.8]",44.98785,-74.73933,49.0,-0.049,3479.958,1779.667,-0.049,NC
NP.2622.7C.HN,NP,2622,7C,HN,EN,"[1.82, 1.8, 1.78]",44.986424,-74.739437,49.0,-0.049,3480.037,1779.513,-0.049,NC
NP.2622.7D.HN,NP,2622,7D,HN,E,[1.76],44.986424,-74.739437,49.0,-0.049,3480.037,1779.513,-0.049,NC
NP.2641..HN,NP,2641,,HN,23Z,"[1.9, 1.85, 1.8]",40.78536,-73.71347,63.0,-0.063,3816.883,1382.865,-0.063,NC
NP.2645.0B.HN,NP,2645,0B,HN,23Z,"[1.79, 1.63, 1.7]",39.9539,-75.1864,12.0,-0.012,3746.486,1227.252,-0.012,NC
NP.2646..HN,NP,2646,,HN,ENZ,"[1.82, 214784.0, 1.95, 214784.0, 1.77, 214784.0]",43.08001,-70.76019,2.0,-0.002,3902.152,1764.731,-0.002,NC
NP.2647.0B.HN,NP,2647,0B,HN,ENZ,"[429568.0, 426212.0, 429568.0]",42.32285,-71.29694,100.0,-0.1,3910.939,1659.553,-0.1,NC
NP.2648..HN,NP,2648,,HN,ENZ,"[429568.0, 426212.0, 426212.0]",39.95703,-75.19154,22.0,-0.022,3745.881,1227.356,-0.022,NC
NP.2649..HN,NP,2649,,HN,ENZ,"[426141.261, 429496.704, 426141.261, 429496.704, 426141.261, 429496.704]",42.32758,-71.10984,18.0,-0.018,3925.146,1669.165,-0.018,NC
NP.2650..HN,NP,2650,,HN,ENZ,"[426141.261, 426141.261, 426141.261]",42.06356,-71.05164,35.0,-0.035,3947.041,1644.402,-0.035,NC
NP.2651.0B.HN,NP,2651,0B,HN,23Z,"[1711560.0, 214748.352, 1711560.0, 214748.352, 1711560.0, 214748.352]",42.33833,-71.08877,3.0,-0.003,3926.072,1671.318,-0.003,NC
NP.2651.D1.HN,NP,2651,D1,HN,23Z,"[1711560.0, 1711140.73767849, 1711560.0, 1711140.73767849, 1711560.0, 1711140.73767849]",42.33833,-71.08877,3.0,-0.003,3926.072,1671.318,-0.003,NC
NP.2651.D2.HN,NP,2651,D2,HN,ENZ,"[1711560.0, 1711140.73767849, 1711560.0, 1711140.73767849, 1711560.0, 1711140.73767849]",42.33833,-71.08877,-6.1,0.0060999999999999995,3926.072,1671.318,0.006,NC
NP.2651.D3.HN,NP,2651,D3,HN,ENZ,"[1711560.0, 1711140.73767849, 1711560.0, 1711140.73767849, 1711560.0, 1711140.73767849]",42.33833,-71.08877,-45.8,0.0458,3926.072,1671.318,0.046,NC
NP.2651.D4.HN,NP,2651,D4,HN,ENZ,"[1707785.55976148, 1714495.91559551, 1707785.55976148]",42.33833,-71.08877,-26.6,0.026600000000000002,3926.072,1671.318,0.027,NC
NP.2652..HN,NP,2652,,HN,ENZ,"[426141.261, 426141.261, 426141.261]",43.01259,-71.4422,141.0,-0.141,3854.498,1724.578,-0.141,NC
NP.2653..HN,NP,2653,,HN,ENZ,"[426141.261, 426141.261, 426141.261]",42.65186,-73.77294,57.0,-0.057,3697.63,1577.416,-0.057,NC
NP.2654..HN,NP,2654,,HN,ENZ,"[426141.261, 429496.704, 426141.261]",42.95211,-78.81079,209.0,-0.209,3286.673,1393.894,-0.209,NC
NP.2655.0B.HN,NP,2655,0B,HN,ENZ,"[426141.261, 429496.704, 429496.704]",43.64905,-72.34281,200.0,-0.2,3744.42,1748.187,-0.2,NC
