index,network,station,location,instrument,component,sensitivity,latitude,longitude,elevation_m,depth_km,x_km,y_km,z_km,provider
NP.2196.03.HN,NP,2196,03,HN,Z,[213053.861225541],45.514,-122.675,104.0,-0.104,-249.282,896.105,-0.104,NC
NP.2198.UT.HN,NP,2198,UT,HN,23Z,"[1.8, 1.78, 1.7, 1.85, 426141.261, 1.8, 426141.261, 1.85, 426141.261]",42.0555,-123.1123,593.0,-0.593,-299.47,512.112,-0.593,NC
NP.2198.CR.HN,NP,2198,CR,HN,23Z,"[426141.261, 429496.704, 426141.261, 429496.704, 429496.704]",42.0558,-123.114,599.0,-0.599,-299.61,512.151,-0.599,NC
NP.2198.LT.HN,NP,2198,LT,HN,23Z,"[426141.261, 426141.261, 426141.261]",42.0549,-123.1156,593.0,-0.593,-299.746,512.056,-0.593,NC
NP.2198.RA.HN,NP,2198,RA,HN,23Z,"[429496.704, 426141.261, 429496.704, 429496.704]",42.0555,-123.1123,609.0,-0.609,-299.47,512.112,-0.609,NC
NP.2198.RD.HN,NP,2198,RD,HN,23Z,"[426141.261, 426141.261, 426141.261]",42.0597,-123.1111,558.0,-0.558,-299.352,512.575,-0.558,NC
NP.2202..HN,NP,2202,,HN,ENZ,"[429568.0, 213892.400974921, 429568.0, 213473.004110264, 429568.0, 213473.004110264]",46.60007,-112.03767,1226.0,-1.226,575.095,1038.109,-1.226,NC
NP.2205.0B.HN,NP,2205,0B,HN,ENZ,"[426212.0, 213473.004110264, 429568.0, 213473.004110264, 429568.0, 213892.400974921]",45.6671,-111.046,1497.0,-1.497,661.741,941.162,-1.497,NC
NP.2210.07.HN,NP,2210,07,HN,23Z,"[429568.0, 426212.0, 429568.0]",40.75778,-111.84016,1446.0,-1.446,647.149,389.12,-1.446,NC
NP.2210.1G.HN,NP,2210,1G,HN,23Z,"[426212.0, 426212.0, 426212.0]",40.75778,-111.84016,1446.0,-1.446,647.149,389.12,-1.446,NC
NP.2213.CR.HN,NP,2213,CR,HN,23Z,"[1.75, 429568.0, 426212.0, 426107.595461115, 1.91, 426212.0, 426107.595461115, 1.95, 426212.0, 429462.773378132]",43.5279,-116.05366,935.0,-0.935,279.347,675.449,-0.935,NC
NP.2213.DS.HN,NP,2213,DS,HN,23Z,"[426212.0, 426107.595461115, 429568.0, 426212.0, 426107.595461115, 426212.0, 426107.595461115]",43.52763,-116.05917,870.0,-0.87,278.901,675.402,-0.87,NC
NP.2213.LA.HN,NP,2213,LA,HN,23Z,"[3.7, 426212.0, 426107.595461115, 3.9, 426212.0, 429568.0, 426107.595461115, 3.5, 426212.0, 426107.595461115]",43.52638,-116.05602,935.0,-0.935,279.162,675.272,-0.935,NC
NP.2213.UT.HN,NP,2213,UT,HN,23Z,"[855780.0, 429568.0, 426107.595461115, 855780.0, 426212.0, 426107.595461115, 852424.0, 426212.0, 426107.595461115]",43.52509,-116.05602,935.0,-0.935,279.168,675.129,-0.935,NC
NP.2222.LG.HN,NP,2222,LG,HN,23Z,"[426141.261, 426212.0, 426107.595461115, 426141.261, 426212.0, 426107.595461115, 426141.261, 426212.0, 429462.773378132]",46.51502,-116.29578,302.0,-0.302,247.396,1008.04,-0.302,NC
NP.2222.MG.HN,NP,2222,MG,HN,23Z,"[426212.0, 426107.595461115, 1711140.73767849, 426107.595461115, 429568.0, 429462.773378132, 1711140.73767849, 429462.773378132, 429568.0, 429462.773378132, 1711140.73767849, 429462.773378132]",46.51502,-116.29578,384.0,-0.384,247.396,1008.04,-0.384,NC
NP.2222.RA.HN,NP,2222,RA,HN,23Z,"[429496.704, 429568.0, 429462.773378132, 426141.261, 429568.0, 429462.773378132, 426141.261, 429568.0, 429462.773378132]",46.51903,-116.30034,487.0,-0.487,247.027,1008.475,-0.487,NC
NP.2222.UG.HN,NP,2222,UG,HN,23Z,"[429568.0, 426212.0, 429568.0, 3422281.47535699, 429568.0, 429568.0, 429568.0, 3418926.29743997, 426212.0, 426212.0, 426212.0, 3415571.11952296]",46.51502,-116.29578,489.0,-0.489,247.396,1008.04,-0.489,NC
NP.2222.DS.HN,NP,2222,DS,HN,ENZ,"[426946.008220528, 426526.611355871, 428204.198814498]",46.50962,-116.30769,308.0,-0.308,246.499,1007.402,-0.308,NC
NP.2238.10.HN,NP,2238,10,HN,23Z,"[213918.0, 214363.0, 214363.0]",39.557827,-105.058858,1683.0,-1.683,1240.405,326.366,-1.683,NC
NP.2238.20.HN,NP,2238,20,HN,23Z,"[213645.0, 214055.0, 214500.0]",39.557177,-105.062846,1681.7,-1.6817,1240.074,326.239,-1.682,NC
NP.2238.30.HN,NP,2238,30,HN,23Z,"[214055.0, 214124.0, 214671.0]",39.557177,-105.062846,1649.9,-1.6499000000000001,1240.074,326.239,-1.65,NC
NP.2238.40.HN,NP,2238,40,HN,23Z,"[214124.0, 214089.0, 214671.0]",39.561777,-105.067442,1669.1,-1.6690999999999998,1239.599,326.686,-1.669,NC
NP.2238.50.HN,NP,2238,50,HN,23Z,"[213816.0, 214226.0, 214808.0]",39.560428,-105.058059,1642.0,-1.642,1240.427,326.665,-1.642,NC
NP.2239.10.HN,NP,2239,10,HN,ENZ,"[214089.0, 214124.0, 213918.0]",39.649138,-104.859327,1720.0,-1.72,1255.881,339.215,-1.72,NC
NP.2239.20.HN,NP,2239,20,HN,ENZ,"[213953.0, 214124.0, 213816.0]",39.640047,-104.875515,1706.0,-1.706,1254.657,337.985,-1.706,NC
NP.2239.30.HN,NP,2239,30,HN,ENZ,"[213850.0, 214192.0, 214192.0]",39.651145,-104.861101,1680.0,-1.68,1255.693,339.413,-1.68,NC
NP.2242.DA.HN,NP,2242,DA,HN,23ENZ,"[426141.261, 426212.0, 426141.261, 429496.704, 426141.261, 429568.0, 426141.261, 429496.704, 1.7, 1.92, 1.92, 426141.261, 426212.0, 426141.261, 429496.704]",48.4111,-115.32,752.0,-0.752,312.203,1223.601,-0.752,NC
NP.2242.LG.HN,NP,2242,LG,HN,23ENZ,"[426212.0, 426107.595461115, 426212.0, 426107.595461115, 1.69, 1.83, 1.97, 426212.0, 429462.773378132]",48.4099,-115.3157,634.0,-0.634,312.531,1223.482,-0.634,NC
NP.2242.PR.HN,NP,2242,PR,HN,23ENZ,"[426141.261, 426141.261, 1.73, 1.7, 1.76, 426141.261]",48.4099,-115.3157,675.0,-0.675,312.531,1223.482,-0.675,NC
NP.2242.UG.HN,NP,2242,UG,HN,23ENZ,"[426212.0, 426107.595461115, 426212.0, 429462.773378132, 1.67, 1.98, 2.01, 426212.0, 429462.773378132]",48.4099,-115.3157,675.0,-0.675,312.531,1223.482,-0.675,NC
NP.2245.0B.HN,NP,2245,0B,HN,ENZ,"[426141.261, 429496.704, 426141.261]",46.61891,-112.105,1221.0,-1.221,569.728,1039.76,-1.221,NC
NP.2253.10.HN,NP,2253,10,HN,23Z,"[214261.0, 213816.0, 214637.0]",39.653867,-105.137437,1734.0,-1.734,1231.986,335.936,-1.734,NC
NP.2253.20.HN,NP,2253,20,HN,23Z,"[213713.0, 90877.7, 214705.0]",39.661968,-105.14335,1735.0,-1.735,1231.338,336.754,-1.735,NC
NP.2253.30.HN,NP,2253,30,HN,23Z,"[214192.0, 213918.0, 214021.0]",39.656255,-105.13323,1675.0,-1.675,1232.304,336.258,-1.675,NC
NP.2255.0B.HN,NP,2255,0B,HN,ENZ,"[426141.261, 429568.0, 213892.400974921, 426141.261, 426212.0, 213473.004110264, 426141.261, 429568.0, 213892.400974921]",46.01076,-112.55681,1759.0,-1.759,540.48,968.912,-1.759,NC
NP.2256.LT.HN,NP,2256,LT,HN,ENZ,"[1.88, 1.96, 1.85]",40.23418,-111.63143,1425.0,-1.425,669.816,332.503,-1.425,NC
NP.2257..HN,NP,2257,,HN,ENZ,"[426212.0, 426212.0, 429568.0]",41.19564,-111.9366,1460.0,-1.46,634.93,437.063,-1.46,NC
NP.2267.0B.HN,NP,2267,0B,HN,ENZ,"[426141.261, 426141.261, 429496.704]",37.6754,-113.0692,1779.0,-1.779,567.247,38.906,-1.779,NC
NP.2268..HN,NP,2268,,HN,ENZ,"[429496.704, 426141.261, 426141.261, 429496.704, 429496.704]",38.75758,-112.08699,1616.0,-1.616,644.297,165.368,-1.616,NC
NP.2272..HN,NP,2272,,HN,ENZ,"[426141.261, 426141.261, 426141.261]",40.6997,-111.7935,1519.0,-1.519,651.638,383.006,-1.519,NC
NP.2272.01.HN,NP,2272,01,HN,ENZ,"[213454.645431911, 213454.645431911, 213874.006228437]",40.6997,-111.7935,1517.0,-1.517,651.638,383.006,-1.517,NC
NP.2272.02.HN,NP,2272,02,HN,ENZ,"[213473.004110264, 213473.004110264, 213892.400974921]",40.6997,-111.7935,1517.0,-1.517,651.638,383.006,-1.517,NC
NP.2282..HN,NP,2282,,HN,ENZ,"[426141.261, 426141.261, 426141.261, 426141.261, 426141.261, 426141.261]",40.75,-111.8015,1581.0,-1.581,650.487,388.534,-1.581,NC
NP.2282.01.HN,NP,2282,01,HN,ENZ,"[213454.645431911, 213454.645431911, 213874.006228437]",40.75,-111.8015,1578.0,-1.578,650.487,388.534,-1.578,NC
NP.2282.02.HN,NP,2282,02,HN,ENZ,"[213473.004110264, 213473.004110264, 213892.400974921]",40.75,-111.8015,1578.0,-1.578,650.487,388.534,-1.578,NC
NP.2285.01.HN,NP,2285,01,HN,ENZ,"[213874.006228437, 213454.645431911, 213874.006228437]",40.745,-111.8748,1298.0,-1.298,644.344,387.454,-1.298,NC
NP.2285.02.HN,NP,2285,02,HN,ENZ,"[426212.0, 213892.400974921, 426212.0, 213473.004110264, 429568.0, 213892.400974921]",40.745,-111.8748,1298.0,-1.298,644.344,387.454,-1.298,NC
NP.2286.01.HN,NP,2286,01,HN,ENZ,"[429568.0, 213874.006228437, 426212.0, 213035.284635384, 426212.0, 213874.006228437]",40.70129,-111.86675,1312.0,-1.312,645.433,382.658,-1.312,NC
NP.2286.02.HN,NP,2286,02,HN,ENZ,"[213892.400974921, 213053.607245607, 213892.400974921]",40.70129,-111.86675,1312.0,-1.312,645.433,382.658,-1.312,NC
NP.2287..HN,NP,2287,,HN,ENZ,"[426141.261, 429496.704, 214748.352, 426141.261, 429496.704, 214748.352, 426141.261, 426141.261, 214748.352]",40.77214,-111.95493,1288.0,-1.288,637.325,389.901,-1.288,NC
NP.2289.5C.HN,NP,2289,5C,HN,EN,"[0.255, 855780.0, 0.255, 855780.0]",40.75955,-111.88672,1301.0,-1.301,643.201,388.985,-1.301,NC
NP.2289.5N.HN,NP,2289,5N,HN,E,"[0.255, 855780.0]",40.75955,-111.88672,1301.0,-1.301,643.201,388.985,-1.301,NC
NP.2289.CA.HN,NP,2289,CA,HN,ENZ,"[0.255, 855780.0, 0.255, 855780.0, 0.255, 855780.0]",40.75955,-111.88672,1301.0,-1.301,643.201,388.985,-1.301,NC
NP.2289.CB.HN,NP,2289,CB,HN,ENZ,"[0.255, 855780.0, 0.255, 855780.0, 0.255, 855780.0]",40.75955,-111.88672,1301.0,-1.301,643.201,388.985,-1.301,NC
NP.2289.FF.HN,NP,2289,FF,HN,ENZ,"[1.78, 855780.0, 1.88, 859136.0, 1.86, 852424.0]",40.75878,-111.88792,1298.1,-1.2980999999999998,643.107,388.891,-1.298,NC
NP.2289..HN,NP,2289,,HN,ENZ,"[0.255, 855780.0, 855780.0, 0.255, 855780.0]",40.75955,-111.88672,1301.0,-1.301,643.201,388.985,-1.301,NC
NP.2289.NB.HN,NP,2289,NB,HN,ENZ,"[0.255, 855780.0, 0.255, 855780.0, 0.255, 855780.0]",40.75955,-111.88672,1301.0,-1.301,643.201,388.985,-1.301,NC
NP.2289.SA.HN,NP,2289,SA,HN,EZ,"[0.255, 855780.0, 0.255, 855780.0]",40.75955,-111.88672,1301.0,-1.301,643.201,388.985,-1.301,NC
NP.2289.SB.HN,NP,2289,SB,HN,EZ,"[0.255, 855780.0, 0.255, 855780.0]",40.75955,-111.88672,1301.0,-1.301,643.201,388.985,-1.301,NC
NP.2289.TN.HN,NP,2289,TN,HN,E,"[0.255, 855780.0]",40.75955,-111.88672,1301.0,-1.301,643.201,388.985,-1.301,NC
NP.2289.TS.HN,NP,2289,TS,HN,E,"[0.255, 855780.0]",40.75955,-111.88672,1301.0,-1.301,643.201,388.985,-1.301,NC
NP.2289.TW.HN,NP,2289,TW,HN,N,"[0.255, 855780.0]",40.75955,-111.88672,1301.0,-1.301,643.201,388.985,-1.301,NC
NP.2290.CR.HN,NP,2290,CR,HN,23Z,"[855780.0, 855780.0, 855780.0]",40.76926,-111.70292,1765.0,-1.765,658.627,391.385,-1.765,NC
NP.2290.LA.HN,NP,2290,LA,HN,23Z,"[855780.0, 855780.0, 855780.0]",40.76926,-111.70292,1765.0,-1.765,658.627,391.385,-1.765,NC
NP.2290.MD.HN,NP,2290,MD,HN,23Z,"[855780.0, 855780.0, 855780.0]",40.76926,-111.70292,1765.0,-1.765,658.627,391.385,-1.765,NC
NP.2290.RA.HN,NP,2290,RA,HN,23Z,"[426141.261, 426141.261, 429496.704]",40.77156,-111.7056,1770.0,-1.77,658.379,391.621,-1.77,NC
NP.2290.DS.HN,NP,2290,DS,HN,ENZ,"[426141.261, 426141.261, 429496.704]",40.7652,-111.70836,1710.0,-1.71,658.207,390.895,-1.71,NC
NP.2291.0B.HN,NP,2291,0B,HN,ENZ,"[1.72, 426141.261, 213892.400974921, 1.87, 426141.261, 213473.004110264, 2.01, 426141.261, 213892.400974921]",41.7418,-111.8117,1457.0,-1.457,640.212,498.623,-1.457,NC
NP.2296..HN,NP,2296,,HN,ENZ,"[426141.261, 426141.261, 426141.261]",40.52052,-111.89341,1348.0,-1.348,644.865,362.397,-1.348,NC
NP.2299..HN,NP,2299,,HN,ENZ,"[1.69, 1.83, 1.91]",40.71237,-112.03819,1294.0,-1.294,630.843,382.68,-1.294,NC
NP.2301.LA.HN,NP,2301,LA,HN,23Z,"[426141.261, 426141.261, 426141.261]",34.23085,-113.6014,385.0,-0.385,543.889,-346.408,-0.385,NC
NP.2302..HN,NP,2302,,HN,ENZ,"[426212.0, 429568.0, 426212.0]",35.08269,-106.6564,1509.0,-1.509,1171.55,-190.209,-1.509,NC
NP.2303..HN,NP,2303,,HN,ENZ,"[426212.0, 426212.0, 426212.0]",35.08518,-106.69078,1509.0,-1.509,1168.379,-190.351,-1.509,NC
NP.2307.0B.HN,NP,2307,0B,HN,ENZ,"[426141.261, 426141.261, 429496.704]",34.55473,-112.45315,1617.0,-1.617,647.155,-303.433,-1.617,NC
NP.2308..HN,NP,2308,,HN,ENZ,"[429568.0, 426212.0, 426212.0]",35.12314,-106.67479,1513.0,-1.513,1169.274,-185.946,-1.513,NC
NP.2309..HN,NP,2309,,HN,ENZ,"[426212.0, 429568.0, 429568.0, 426212.0, 426212.0, 429568.0]",35.10743,-106.58909,1582.0,-1.582,1177.318,-186.641,-1.582,NC
NP.2310.0B.HN,NP,2310,0B,HN,ENZ,"[426212.0, 426212.0, 429568.0]",35.08303,-106.62238,1573.0,-1.573,1174.647,-189.755,-1.573,NC
NP.2311.LA.HN,NP,2311,LA,HN,ENZ,"[429496.704, 429496.704, 426141.261]",35.61682,-106.32128,1618.0,-1.618,1193.938,-126.832,-1.618,NC
NP.2311.LC.HN,NP,2311,LC,HN,ENZ,"[426141.261, 426141.261, 426141.261]",35.61821,-106.31916,1611.0,-1.611,1194.109,-126.651,-1.611,NC
NP.2311.LT.HN,NP,2311,LT,HN,ENZ,"[426212.0, 426212.0, 426212.0]",35.61695,-106.31664,1624.0,-1.624,1194.356,-126.759,-1.624,NC
NP.2311.RC.HN,NP,2311,RC,HN,ENZ,"[426141.261, 429496.704, 426141.261]",35.62897,-106.32662,1624.0,-1.624,1193.268,-125.551,-1.624,NC
NP.2311.TC.HN,NP,2311,TC,HN,ENZ,"[429496.704, 426141.261, 426141.261]",35.62077,-106.32392,1604.0,-1.604,1193.639,-126.427,-1.604,NC
NP.2311.TR.HN,NP,2311,TR,HN,ENZ,"[429496.704, 426141.261, 429496.704]",35.62836,-106.32808,1623.0,-1.623,1193.146,-125.637,-1.623,NC
NP.2311.UT.HN,NP,2311,UT,HN,ENZ,"[429568.0, 426212.0, 429568.0]",35.61695,-106.31664,1624.0,-1.624,1194.356,-126.759,-1.624,NC
NP.2312.CC.HN,NP,2312,CC,HN,ENZ,"[429496.704, 426141.261, 429496.704]",36.23796,-106.42648,1852.0,-1.852,1174.933,-59.278,-1.852,NC
NP.2312.RA.HN,NP,2312,RA,HN,ENZ,"[429496.704, 426141.261, 426141.261]",36.23731,-106.4233,1931.0,-1.931,1175.229,-59.311,-1.931,NC
NP.2313.CR.HN,NP,2313,CR,HN,23Z,"[426141.261, 426141.261, 429496.704]",37.14316,-104.55215,1905.0,-1.905,1327.255,65.967,-1.905,NC
NP.2313.LT.HN,NP,2313,LT,HN,23Z,"[426212.0, 426212.0, 429568.0]",37.14111,-104.55132,1899.0,-1.899,1327.365,65.751,-1.899,NC
NP.2313.UT.HN,NP,2313,UT,HN,23Z,"[429568.0, 426212.0, 429568.0]",37.14111,-104.55132,1899.0,-1.899,1327.365,65.751,-1.899,NC
NP.2313.RA.HN,NP,2313,RA,HN,ENZ,"[426141.261, 429496.704, 429496.704]",37.14283,-104.54726,1888.0,-1.888,1327.694,66.0,-1.888,NC
NP.2314..HN,NP,2314,,HN,ENZ,"[429496.704, 426141.261, 429496.704, 429496.704]",32.18391,-110.96221,750.0,-0.75,806.906,-555.729,-0.75,NC
NP.2315.0B.HN,NP,2315,0B,HN,ENZ,"[429496.704, 426141.261, 426141.261]",35.05468,-106.58208,1628.0,-1.628,1178.744,-192.406,-1.628,NC
NP.2317..HN,NP,2317,,HN,23Z,"[426141.261, 426141.261, 426141.261]",35.08255,-106.70148,1526.0,-1.526,1167.442,-190.773,-1.526,NC
NP.2319..HN,NP,2319,,HN,ENZ,"[426141.261, 426141.261, 426141.261]",33.50009,-112.06623,341.0,-0.341,691.592,-417.863,-0.341,NC
NP.2320.00.HN,NP,2320,00,HN,23Z,"[214748.352, 214748.352, 214748.352]",33.07616,-113.01056,215.0,-0.215,606.837,-471.161,-0.215,NC
NP.2405.0B.HN,NP,2405,0B,HN,ENZ,"[426212.0, 426212.0, 429568.0]",36.30675,-82.37951,524.0,-0.524,3321.301,537.303,-0.524,NC
NP.2406.0B.HN,NP,2406,0B,HN,ENZ,"[426141.261, 426141.261, 426141.261]",35.4838,-97.495,379.0,-0.379,1995.812,7.056,-0.379,NC
NP.2407..HN,NP,2407,,HN,ENZ,"[426141.261, 426141.261, 426141.261]",38.4944,-90.28079,158.0,-0.158,2540.705,518.12,-0.158,NC
NP.2410.14.HN,NP,2410,14,HN,23Z,"[2.0, 1.85, 1.9]",35.144,-90.027,76.0,-0.076,2682.817,156.619,-0.076,NC
NP.2411..HN,NP,2411,,HN,ENZ,"[426141.261, 213892.400974921, 429496.704, 213473.004110264, 426141.261, 213892.400974921]",37.72363,-88.95215,139.0,-0.139,2684.411,472.243,-0.139,NC
NP.2412..HN,NP,2412,,HN,ENZ,"[426141.261, 426141.261, 426141.261]",38.26971,-85.69865,155.0,-0.155,2944.686,634.907,-0.155,NC
NP.2414.0B.HN,NP,2414,0B,HN,ENZ,"[1.77, 1.93, 1.77]",39.745,-84.2591,285.0,-0.285,3002.871,844.731,-0.285,NC
NP.2414.1B.HN,NP,2414,1B,HN,ENZ,"[429496.704, 426141.261, 426141.261]",39.745,-84.2591,285.0,-0.285,3002.871,844.731,-0.285,NC
NP.2420..HN,NP,2420,,HN,ENZ,"[426212.0, 426212.0, 429568.0]",36.50966,-89.56825,90.0,-0.09,2675.092,320.53,-0.09,NC
NP.2425..HN,NP,2425,,HN,ENZ,"[214748.352, 214748.352, 214748.352]",38.64184,-90.23241,156.0,-0.156,2539.533,535.682,-0.156,NC
NP.2426..HN,NP,2426,,HN,ENZ,"[214748.352, 214748.352, 214748.352]",38.4953,-90.282446,153.0,-0.153,2540.53,518.171,-0.153,NC
NP.2439.CR.HN,NP,2439,CR,HN,23Z,"[214748.352, 214748.352, 214748.352]",39.25763,-96.58991,343.0,-0.343,1973.473,443.436,-0.343,NC
NP.2439.FF.HN,NP,2439,FF,HN,23Z,"[214748.352, 214748.352, 214748.352]",39.25518,-96.58833,317.0,-0.317,1973.678,443.2,-0.317,NC
NP.2448..HN,NP,2448,,HN,ENZ,"[429568.0, 426212.0, 214748.352, 426212.0, 426212.0, 214748.352, 429568.0, 426212.0, 214748.352]",36.23714,-89.74043,87.0,-0.087,2669.626,285.482,-0.087,NC
NP.2449..HN,NP,2449,,HN,ENZ,"[1.69, 429496.704, 213909.3, 1.68, 426141.261, 213909.3, 1.97, 429496.704, 213909.3]",35.92779,-89.92551,80.0,-0.08,2664.166,246.011,-0.08,NC
NP.2450..HN,NP,2450,,HN,ENZ,"[426141.261, 426141.261, 426141.261]",36.42697,-89.06083,100.0,-0.1,2723.234,326.463,-0.1,NC
NP.2450.MR.HN,NP,2450,MR,HN,ENZ,"[214748.352, 214748.352, 214748.352]",36.42697,-89.06083,99.0,-0.099,2723.234,326.463,-0.099,NC
NP.2451..HN,NP,2451,,HN,ENZ,"[426141.261, 214748.352, 426141.261, 214748.352, 426141.261, 214748.352]",37.00284,-89.17328,95.0,-0.095,2691.946,386.455,-0.095,NC
NP.2452..HN,NP,2452,,HN,ENZ,"[426141.261, 426141.261, 426141.261, 429568.0, 426141.261, 213892.400974921, 426212.0, 429496.704, 213892.400974921, 426212.0, 429568.0, 426141.261, 213892.400974921]",36.42713,-89.69981,86.0,-0.086,2666.387,307.591,-0.086,NC
NP.2453..HN,NP,2453,,HN,23ENZ,"[429496.704, 429496.704, 429568.0, 429496.704, 214748.352, 426212.0, 429496.704, 214748.352, 429496.704, 429568.0, 429496.704, 214748.352]",36.88307,-89.58025,97.0,-0.097,2660.426,361.268,-0.097,NC
NP.2454..HN,NP,2454,,HN,23ENZ,"[426141.261, 426141.261, 426141.261, 214748.352, 426141.261, 214748.352, 429496.704, 214748.352]",36.49397,-90.07581,99.0,-0.099,2630.542,304.039,-0.099,NC
NP.2456..HN,NP,2456,,HN,ENZ,"[1.75, 426212.0, 213473.004110264, 1.9, 426212.0, 213892.400974921, 1.75, 426212.0, 213473.004110264]",36.45493,-89.91912,82.0,-0.082,2645.874,304.269,-0.082,NC
NP.2457..HN,NP,2457,,HN,ENZ,"[426141.261, 429496.704, 429496.704]",36.79634,-89.96626,112.0,-0.112,2629.429,340.488,-0.112,NC
NP.2458..HN,NP,2458,,HN,ENZ,"[426212.0, 214748.352, 429568.0, 214748.352, 426212.0, 214748.352]",35.61276,-90.33027,68.0,-0.068,2638.934,199.612,-0.068,NC
NP.2459.0B.HN,NP,2459,0B,HN,ENZ,"[429496.704, 429496.704, 213892.400974921, 426141.261, 426141.261, 213473.004110264, 426141.261, 429496.704, 213473.004110264]",36.05648,-90.48754,88.0,-0.088,2609.275,244.056,-0.088,NC
NP.2460..HN,NP,2460,,HN,ENZ,"[429568.0, 426212.0, 429568.0]",36.2592,-89.1916,87.0,-0.087,2717.777,304.094,-0.087,NC
NP.2461..HN,NP,2461,,HN,ENZ,"[429568.0, 214748.352, 426212.0, 214748.352, 429568.0, 214748.352]",36.04626,-89.38209,108.0,-0.108,2708.557,274.99,-0.108,NC
NP.2473.BS.HN,NP,2473,BS,HN,23Z,"[213473.004110264, 213053.607245607, 213892.400974921]",38.26291,-93.40524,221.0,-0.221,2278.151,408.872,-0.221,NC
NP.2473.CR.HN,NP,2473,CR,HN,23Z,"[214748.352, 214748.352, 214748.352]",38.26448,-93.40197,231.0,-0.231,2278.384,409.127,-0.231,NC
NP.2473.MS.HN,NP,2473,MS,HN,23Z,"[213892.400974921, 213892.400974921, 256670.881169905]",38.26291,-93.40524,221.0,-0.221,2278.151,408.872,-0.221,NC
NP.2473.SP.HN,NP,2473,SP,HN,23Z,"[213473.004110264, 213473.004110264, 213053.607245607]",38.26291,-93.40524,221.0,-0.221,2278.151,408.872,-0.221,NC
NP.2473.TE.HN,NP,2473,TE,HN,23Z,"[214748.352, 214748.352, 214748.352]",38.26205,-93.40197,203.0,-0.203,2278.462,408.86,-0.203,NC
NP.2477.CL.HN,NP,2477,CL,HN,EN,"[1.73, 1.75]",36.67151,-89.53834,93.0,-0.093,2671.853,339.221,-0.093,NC
NP.2477.DH.HN,NP,2477,DH,HN,ENZ,"[1.7, 1.69, 1.79]",36.67151,-89.53834,93.0,-0.093,2671.853,339.221,-0.093,NC
NP.2477.FF.HN,NP,2477,FF,HN,ENZ,"[1.73, 1.68, 1.83]",36.67015,-89.53865,91.0,-0.091,2671.875,339.063,-0.091,NC
NP.2477.EA.HN,NP,2477,EA,HN,N,[1.76],36.67151,-89.53834,93.0,-0.093,2671.853,339.221,-0.093,NC
NP.2477.SS.HN,NP,2477,SS,HN,NZ,"[1.8, 1.76]",36.67151,-89.53834,93.0,-0.093,2671.853,339.221,-0.093,NC
NP.2477.WA.HN,NP,2477,WA,HN,N,[1.8],36.67151,-89.53834,93.0,-0.093,2671.853,339.221,-0.093,NC
NP.2477.NS.HN,NP,2477,NS,HN,Z,[1.8],36.67151,-89.53834,93.0,-0.093,2671.853,339.221,-0.093,NC
NP.2487.0B.HN,NP,2487,0B,HN,ENZ,"[1.85, 1.81, 1.85]",41.88547,-87.62178,177.0,-0.177,2632.725,967.758,-0.177,NC
NP.2488..HN,NP,2488,,HN,ENZ,"[426141.261, 213909.3, 429496.704, 213909.3, 429496.704, 213909.3]",36.79264,-89.95329,115.0,-0.115,2630.71,340.455,-0.115,NC
NP.2490.1N.HN,NP,2490,1N,HN,2,"[855780.0, 213473.004110264]",38.62816,-90.1945,141.0,-0.141,2543.294,535.26,-0.141,NC
NP.2490.1W.HN,NP,2490,1W,HN,23,"[859136.0, 859136.0, 213473.004110264, 213892.400974921]",38.62816,-90.1945,141.0,-0.141,2543.294,535.26,-0.141,NC
NP.2490.4N.HN,NP,2490,4N,HN,2,"[855780.0, 213892.400974921]",38.62816,-90.1945,141.0,-0.141,2543.294,535.26,-0.141,NC
NP.2490.4W.HN,NP,2490,4W,HN,23,"[855780.0, 855780.0, 213473.004110264, 213473.004110264]",38.62816,-90.1945,141.0,-0.141,2543.294,535.26,-0.141,NC
NP.2490.8N.HN,NP,2490,8N,HN,2,"[855780.0, 213473.004110264]",38.62816,-90.1945,141.0,-0.141,2543.294,535.26,-0.141,NC
NP.2490.8W.HN,NP,2490,8W,HN,23,"[859136.0, 855780.0, 855780.0, 213473.004110264, 212214.813516294]",38.62816,-90.1945,141.0,-0.141,2543.294,535.26,-0.141,NC
NP.2490.B1.HN,NP,2490,B1,HN,2Z,"[859136.0, 855780.0]",38.62816,-90.1945,141.0,-0.141,2543.294,535.26,-0.141,NC
NP.2490.BW.HN,NP,2490,BW,HN,23Z,"[859136.0, 852424.0, 859136.0, 214311.797839577, 213892.400974921, 213892.400974921]",38.62816,-90.1945,141.0,-0.141,2543.294,535.26,-0.141,NC
NP.2490.LN.HN,NP,2490,LN,HN,2,"[852424.0, 213892.400974921]",38.62816,-90.1945,141.0,-0.141,2543.294,535.26,-0.141,NC
NP.2490.LW.HN,NP,2490,LW,HN,23,"[855780.0, 852424.0, 213892.400974921, 213053.607245607]",38.62816,-90.1945,141.0,-0.141,2543.294,535.26,-0.141,NC
NP.2490.BN.HN,NP,2490,BN,HN,Z,"[855780.0, 213892.400974921]",38.62816,-90.1945,141.0,-0.141,2543.294,535.26,-0.141,NC
NP.2490.2N.HN,NP,2490,2N,HN,2,[213053.607245607],38.62816,-90.1945,141.0,-0.141,2543.294,535.26,-0.141,NC
NP.2490.2W.HN,NP,2490,2W,HN,23,"[213892.400974921, 213473.004110264]",38.62816,-90.1945,141.0,-0.141,2543.294,535.26,-0.141,NC
